Uniprot	GN	PN	Strain	Factor	median.k	mad.k
Q9D7G0	Prps1	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	balbc	iso	0.0960815	0.0080542245
Q9D7G0	Prps1	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	c57	iso	0.080884	0
Q9D7G0	Prps1	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	dba	ctrl	0.071484	0.00253376339999999
Q9D7G0	Prps1	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	dba	iso	0.098218	0
Q9D7G0	Prps1	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	fvb	iso	0.0891845	0.00922992629999999
Q9D7H3	RtcA	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1)	c57	ctrl	0.090588	0
Q9D7H3	RtcA	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1)	c57	iso	0.111523	0
Q9D7H3	RtcA	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1)	cej	ctrl	0.13252	0
Q9D7H3	RtcA	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1)	cej	iso	0.097852	0
Q9D7H3	RtcA	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1)	dba	ctrl	0.116895	0
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	aj	iso	0.076001	0
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	balbc	ctrl	0.076978	0.0162878436
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	c57	ctrl	0.0654415	0.0013573203
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	c57	iso	0.075421	0.000859907999999996
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	cej	ctrl	0.067273	0
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	cej	iso	0.071973	0
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	dba	ctrl	0.066541	0.00144850020000001
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	dba	iso	0.0655945	0.0024885441
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	fvb	ctrl	0.077222	0
Q9D7J4	Cox20	Cytochrome c oxidase protein 20 homolog	fvb	iso	0.0661745	0.0034388907
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	aj	ctrl	0.05293	0
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	aj	iso	0.0449955	0.0064248471
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	balbc	ctrl	0.039319	0
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	balbc	iso	0.035382	0.017509506
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	c57	ctrl	0.0423095	0.0180980982
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	c57	iso	0.042615	0
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	cej	ctrl	0.04704	0.0223961556
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	cej	iso	0.04646	0.018369414
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	dba	ctrl	0.039624	0.0049770882
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	dba	iso	0.028271	0.0095909394
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	fvb	iso	0.03996	0.006560505
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	aj	iso	0.132642	0
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	balbc	ctrl	0.1302	0.0316713012
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	balbc	iso	0.118726	0
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	c57	ctrl	0.101025	0.0338433102
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	c57	iso	0.121045	0.033662433
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	cej	ctrl	0.1462525	0.0943815747
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	cej	iso	0.136792	0.0300434064
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	dba	ctrl	0.073804	0
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	dba	iso	0.1566895	0.00217126769999999
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	fvb	ctrl	0.1205565	0.0115828125
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	fvb	iso	0.1339845	0.0369197052
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	aj	ctrl	0.262402	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	aj	iso	0.160352	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	balbc	iso	0.11897	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	c57	ctrl	0.078687	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	c57	iso	0.117566	0.0225325548
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	cej	ctrl	0.317578	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	cej	iso	0.10542	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	dba	ctrl	0.088208	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	dba	iso	0.264355	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	fvb	ctrl	0.124585	0.0139349574
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	fvb	iso	0.137524	0
Q9D7P6	Iscu	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	aj	ctrl	0.371289	0
Q9D7P6	Iscu	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	aj	iso	0.252881	0
Q9D7P6	Iscu	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	balbc	ctrl	0.172803	0
Q9D7P6	Iscu	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	balbc	iso	0.216504	0
Q9D7P6	Iscu	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	c57	iso	0.267773	0
Q9D7P6	Iscu	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	cej	ctrl	0.27998	0
Q9D7P6	Iscu	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	dba	ctrl	0.031659	0
Q9D7S9	Chmp5	Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2)	c57	ctrl	0.286816	0
Q9D7S9	Chmp5	Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2)	c57	iso	0.4151125	0.0342058059
Q9D7S9	Chmp5	Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2)	dba	iso	0.39491	0.0487745748
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	aj	ctrl	0.141675	0
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	aj	iso	0.18562	0.0258802656
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	balbc	ctrl	0.160596	0.0144790716
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	balbc	iso	0.151807	0.0104071107
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	c57	ctrl	0.114819	0.0207230415
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	c57	iso	0.118481	0.000723508800000003
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	cej	ctrl	0.142407	0.0155643348
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	cej	iso	0.1675535	0.0420776706
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	dba	ctrl	0.135449	0.0235273794
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	dba	iso	0.15083	0.0054292812
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	fvb	ctrl	0.169568	0.0085961148
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	fvb	iso	0.137769	0.0132114486
Q9D7X8	Ggct	Gamma-glutamylcyclotransferase (EC 2.3.2.4)	balbc	ctrl	0.069775	0
Q9D7X8	Ggct	Gamma-glutamylcyclotransferase (EC 2.3.2.4)	c57	ctrl	0.043896	0
Q9D7X8	Ggct	Gamma-glutamylcyclotransferase (EC 2.3.2.4)	c57	iso	0.20332	0
Q9D7X8	Ggct	Gamma-glutamylcyclotransferase (EC 2.3.2.4)	dba	ctrl	0.043347	0
Q9D7X8	Ggct	Gamma-glutamylcyclotransferase (EC 2.3.2.4)	fvb	ctrl	0.11311	0
Q9D7X8	Ggct	Gamma-glutamylcyclotransferase (EC 2.3.2.4)	fvb	iso	0.196729	0
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	aj	ctrl	0.12959	0.010496808
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	aj	iso	0.181958	0.0307669152
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	balbc	ctrl	0.148938	0.0135739443
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	balbc	iso	0.196057	0.0154738962
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	c57	ctrl	0.101941	0.0350204946
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	c57	iso	0.1478395	0.0475076931
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	cej	ctrl	0.135754	0.022713432
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	cej	iso	0.179272	0.0218994846
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	dba	ctrl	0.1206485	0.0448382718
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	dba	iso	0.178296	0.0374623368
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	fvb	ctrl	0.134717	0.0238891338
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	fvb	iso	0.134106	0.0126673344
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	aj	iso	0.17677	0.0082343604
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	balbc	ctrl	0.255078	0
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	c57	iso	0.2280395	0.0842465211
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	cej	ctrl	0.164258	0
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	cej	iso	0.2212645	0.0468746229
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	dba	ctrl	0.16792	0.0282331518
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	dba	iso	0.133557	0.00190069319999999
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	fvb	ctrl	0.1774415	0.0166503393
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	aj	ctrl	0.226758	0.0376446966
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	aj	iso	0.375684	0.1339262232
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	balbc	ctrl	0.306348	0.0977300268
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	balbc	iso	0.376172	0.2374472856
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	c57	ctrl	0.293652	0.018821607
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	c57	iso	0.359082	0.041987232
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	cej	ctrl	0.2865725	0.0687726249
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	cej	iso	0.30293	0.078184911
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	dba	ctrl	0.322461	0.0778224153
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	dba	iso	0.3185545	0.0582758169
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	fvb	ctrl	0.237134	0.1572282474
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	fvb	iso	0.2611815	0.0492267678
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	aj	ctrl	0.031674	0.0154961352
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	aj	iso	0.0332765	0.0142070145
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	balbc	ctrl	0.0381895	0.007872606
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	balbc	iso	0.037732	0.00208157039999999
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	c57	ctrl	0.02998	0.0093211062
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	c57	iso	0.032361	0.0068777814
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	cej	ctrl	0.039014	0.000994824599999997
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	cej	iso	0.03941	0
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	dba	ctrl	0.0321475	0.0046827921
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	dba	iso	0.034222	0.0024892854
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	fvb	ctrl	0.034375	0.0150217032
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	fvb	iso	0.039197	0.0036190266
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	aj	iso	0.052075	0
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	balbc	ctrl	0.0805175	0.0044337153
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	balbc	iso	0.075543	0.0156547734
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	c57	ctrl	0.069104	0
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	c57	iso	0.06236	0.0167859972
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	cej	ctrl	0.0754975	0.0233694825
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	dba	ctrl	0.07301	0.00561015840000001
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	dba	iso	0.075818	9.04385999999876e-05
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	fvb	ctrl	0.0719115	0.0054292812
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	fvb	iso	0.075269	0.00398078099999999
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	aj	ctrl	0.108594	0
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	aj	iso	0.11604	0.00217200900000001
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	balbc	ctrl	0.092084	0.0342510252
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	balbc	iso	0.112256	0.0287757834
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	c57	ctrl	0.1023075	0.0527560971
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	c57	iso	0.098767	0.0136636416
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	cej	ctrl	0.089459	0.022305717
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	cej	iso	0.104321	0.0228038706
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	dba	ctrl	0.100217	0.0047954697
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	dba	iso	0.116895	0.0351094506
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	fvb	ctrl	0.105176	0.0128496942
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	fvb	iso	0.10249	0.0255407502
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	aj	ctrl	0.083691	0.0036190266
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	aj	iso	0.191846	0
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	balbc	ctrl	0.107617	0
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	balbc	iso	0.096875	0
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	c57	ctrl	0.097485	0
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	c57	iso	0.087201	0.0137096022
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	cej	ctrl	0.076611	0
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	fvb	ctrl	0.119092	0.036738828
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	aj	ctrl	0.4342775	0.0209943573
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	aj	iso	0.4723635	0.00651528569999999
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	balbc	ctrl	0.410352	0.0872332188
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	balbc	iso	0.492383	0
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	c57	ctrl	0.4098635	0.0789076785
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	c57	iso	0.383984	0
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	cej	ctrl	0.469922	0
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	cej	iso	0.326733	0.3476652522
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	dba	ctrl	0.078809	0
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	dba	iso	0.415723	0.1223426694
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	fvb	ctrl	0.459668	0.0687733662
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	fvb	iso	0.260205	0.2428765668
Q9D8B4	Ndufa11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	aj	ctrl	0.050336	0.0018554739
Q9D8B4	Ndufa11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	aj	iso	0.053052	0.0027146406
Q9D8B4	Ndufa11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	balbc	ctrl	0.0548525	0.0079630446
Q9D8B4	Ndufa11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	balbc	iso	0.047681	0.0107681238
